question_id,question_text,options_json
40079,"<p dir=""ltr""><span>Which of these variable names is valid in Java?</span></p>","[{""id"": 164501, ""text"": ""<p dir=\""ltr\""><span>123variable</span></p>""}, {""id"": 164502, ""text"": ""<p dir=\""ltr\""><span>variable_123</span></p>""}, {""id"": 164503, ""text"": ""<p dir=\""ltr\""><span>&nbsp;#variable</span></p>""}, {""id"": 164504, ""text"": ""<p dir=\""ltr\""><span>&nbsp;int</span></p>""}]"
40080,"<p dir=""ltr""><span>What is the default value of a boolean variable in Java?</span></p>","[{""id"": 164505, ""text"": ""<p><span>1</span></p>""}, {""id"": 164506, ""text"": ""<p dir=\""ltr\""><span>false</span></p><p dir=\""ltr\""><br></p>""}, {""id"": 164507, ""text"": ""<p dir=\""ltr\""><span>true</span></p>""}, {""id"": 164508, ""text"": ""<p dir=\""ltr\""><span>null</span></p>""}]"
40081,"<p dir=""ltr""><span>Which of the following is an example of autoboxing in Java?</span></p>","[{""id"": 164509, ""text"": ""<p dir=\""ltr\""><span>int i = 5; Integer obj = i;</span></p>""}, {""id"": 164510, ""text"": ""<p dir=\""ltr\""><span>Integer obj = new Integer(5);</span></p>""}, {""id"": 164511, ""text"": ""<p dir=\""ltr\""><span>int i = obj;</span></p>""}, {""id"": 164512, ""text"": ""<p dir=\""ltr\""><span>Integer obj = 5;</span></p>""}]"
40089,"
<p>Predict the output of following Java program.</p>

<gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">Java</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""java"">
        <code class=""language-java""><div class=highlight><pre><span></span><span class=kd>class</span> <span class=nc>Test</span><span class=w> </span><span class=p>{</span><span class=w> </span>
<span class=w>    </span><span class=kd>public</span><span class=w> </span><span class=kd>static</span><span class=w> </span><span class=kt>void</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=n>String</span><span class=o>[]</span><span class=w> </span><span class=n>args</span><span class=p>)</span><span class=w> </span><span class=p>{</span><span class=w> </span>
<span class=w>      </span><span class=k>for</span><span class=p>(</span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=o>++</span><span class=p>)</span><span class=w> </span>
<span class=w>      </span><span class=p>{</span><span class=w> </span>
<span class=w>          </span><span class=n>System</span><span class=p>.</span><span class=na>out</span><span class=p>.</span><span class=na>println</span><span class=p>(</span><span class=s>&quot;Hello&quot;</span><span class=p>);</span><span class=w> </span>
<span class=w>          </span><span class=k>break</span><span class=p>;</span><span class=w> </span>
<span class=w>      </span><span class=p>}</span><span class=w> </span>
<span class=w>    </span><span class=p>}</span><span class=w> </span>
<span class=p>}</span><span class=w> </span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>

","[{""id"": 164541, ""text"": ""\n<p>Hello</p>\n""}, {""id"": 164542, ""text"": ""\n<p>Empty Output</p>\n""}, {""id"": 164543, ""text"": ""\n<p>Compiler error</p>\n""}, {""id"": 164544, ""text"": ""\n<p>Runtime error</p>\n""}]"
40083,"<p dir=""ltr""><span>Which of the following is an example of explicit type casting in Java?</span></p>","[{""id"": 164517, ""text"": ""<p dir=\""ltr\""><span>int i = 10.5;</span></p><p dir=\""ltr\""><br></p>""}, {""id"": 164518, ""text"": ""<p dir=\""ltr\""><span>int i = (int) 10.5;</span></p>""}, {""id"": 164519, ""text"": ""<p dir=\""ltr\""><span>double d = 10;</span></p>""}, {""id"": 164520, ""text"": ""<p dir=\""ltr\""><span>float f = 10.5F;</span></p>""}]"
40084,"<p dir=""ltr""><span>What will be the output of the following Java program?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">Java</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""java"">
        <code class=""language-java""><div class=highlight><pre><span></span><span class=kn>import</span><span class=w> </span><span class=nn>java.io.*</span><span class=p>;</span>

<span class=kd>public</span><span class=w> </span><span class=kd>class</span> <span class=nc>Test</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kd>public</span><span class=w> </span><span class=kd>static</span><span class=w> </span><span class=kt>void</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=n>String</span><span class=o>[]</span><span class=w> </span><span class=n>args</span><span class=p>)</span>
<span class=w>    </span><span class=p>{</span>
<span class=w>        </span><span class=kt>char</span><span class=w> </span><span class=n>c</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=sc>&#39;A&#39;</span><span class=p>;</span>
<span class=w>        </span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>c</span><span class=p>;</span>
<span class=w>        </span><span class=n>System</span><span class=p>.</span><span class=na>out</span><span class=p>.</span><span class=na>println</span><span class=p>(</span><span class=n>i</span><span class=p>);</span>
<span class=w>    </span><span class=p>}</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 164521, ""text"": ""<p><span>65</span></p>""}, {""id"": 164522, ""text"": ""<p dir=\""ltr\""><span>A</span></p>""}, {""id"": 164523, ""text"": ""<p dir=\""ltr\""><span>Char</span></p>""}, {""id"": 164524, ""text"": ""<p dir=\""ltr\""><span>Compilation Error</span></p>""}]"
40085,"<p dir=""ltr""><span>What will be the output of this Java program?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">Java</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""java"">
        <code class=""language-java""><div class=highlight><pre><span></span><span class=kn>import</span><span class=w> </span><span class=nn>java.io.*</span><span class=p>;</span>

<span class=kd>public</span><span class=w> </span><span class=kd>class</span> <span class=nc>Test</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kd>public</span><span class=w> </span><span class=kd>static</span><span class=w> </span><span class=kt>void</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=n>String</span><span class=o>[]</span><span class=w> </span><span class=n>args</span><span class=p>)</span>
<span class=w>    </span><span class=p>{</span>
<span class=w>        </span><span class=kt>int</span><span class=w> </span><span class=n>x</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>10</span><span class=p>;</span>
<span class=w>        </span><span class=n>Integer</span><span class=w> </span><span class=n>obj</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>x</span><span class=p>;</span><span class=w> </span><span class=c1>// Autoboxing</span>
<span class=w>        </span><span class=n>System</span><span class=p>.</span><span class=na>out</span><span class=p>.</span><span class=na>println</span><span class=p>(</span><span class=n>obj</span><span class=p>);</span>
<span class=w>    </span><span class=p>}</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 164525, ""text"": ""<p><span>10</span></p>""}, {""id"": 164526, ""text"": ""<p><span>10.0</span></p>""}, {""id"": 164527, ""text"": ""<p dir=\""ltr\""><span>null</span></p>""}, {""id"": 164528, ""text"": ""<p dir=\""ltr\""><span>Compilation Error</span></p>""}]"
40086,"<p dir=""ltr""><span>What will be the output of the following Java program?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">Java</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""java"">
        <code class=""language-java""><div class=highlight><pre><span></span><span class=kn>import</span><span class=w> </span><span class=nn>java.io.*</span><span class=p>;</span>

<span class=kd>public</span><span class=w> </span><span class=kd>class</span> <span class=nc>Test</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kd>public</span><span class=w> </span><span class=kd>static</span><span class=w> </span><span class=kt>void</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=n>String</span><span class=o>[]</span><span class=w> </span><span class=n>args</span><span class=p>)</span>
<span class=w>    </span><span class=p>{</span>
<span class=w>        </span><span class=n>String</span><span class=w> </span><span class=n>s1</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=s>&quot;Hello&quot;</span><span class=p>;</span>
<span class=w>        </span><span class=n>String</span><span class=w> </span><span class=n>s2</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=s>&quot;Hello&quot;</span><span class=p>;</span>
<span class=w>        </span><span class=n>System</span><span class=p>.</span><span class=na>out</span><span class=p>.</span><span class=na>println</span><span class=p>(</span><span class=n>s1</span><span class=w> </span><span class=o>==</span><span class=w> </span><span class=n>s2</span><span class=p>);</span>
<span class=w>    </span><span class=p>}</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p dir=""ltr""><br></p>","[{""id"": 164529, ""text"": ""<p dir=\""ltr\""><span>false</span></p>""}, {""id"": 164530, ""text"": ""<p dir=\""ltr\""><span>true&nbsp;</span></p>""}, {""id"": 164531, ""text"": ""<p dir=\""ltr\""><span>Hello</span></p>""}, {""id"": 164532, ""text"": ""<p dir=\""ltr\""><span>Compilation Error</span></p>""}]"
40087,"<p dir=""ltr""><span>What will be the output of the following Java program?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">Java</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""java"">
        <code class=""language-java""><div class=highlight><pre><span></span><span class=kn>import</span><span class=w> </span><span class=nn>java.io.*</span><span class=p>;</span>

<span class=kd>public</span><span class=w> </span><span class=kd>class</span> <span class=nc>Test</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kd>public</span><span class=w> </span><span class=kd>static</span><span class=w> </span><span class=kt>void</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=n>String</span><span class=o>[]</span><span class=w> </span><span class=n>args</span><span class=p>)</span><span class=w> </span><span class=p>{</span>
<span class=w>        </span><span class=kt>double</span><span class=w> </span><span class=n>d</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mf>10.5</span><span class=p>;</span>
<span class=w>        </span><span class=kt>byte</span><span class=w> </span><span class=n>b</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>(</span><span class=kt>byte</span><span class=p>)</span><span class=w> </span><span class=n>d</span><span class=p>;</span>
<span class=w>        </span><span class=n>System</span><span class=p>.</span><span class=na>out</span><span class=p>.</span><span class=na>println</span><span class=p>(</span><span class=n>b</span><span class=p>);</span>
<span class=w>    </span><span class=p>}</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 164533, ""text"": ""<p><span>10</span></p>""}, {""id"": 164534, ""text"": ""<p><span>10.5</span></p>""}, {""id"": 164535, ""text"": ""<p><span>11</span></p>""}, {""id"": 164536, ""text"": ""<p dir=\""ltr\""><span>Compilation Error</span></p>""}]"
43775,"<p dir=""ltr""><span>Which of the following best describes C++ as a programming language?</span></p>","[{""id"": 178614, ""text"": ""<p dir=\""ltr\""><span>High-level language Only</span></p>""}, {""id"": 178615, ""text"": ""<p dir=\""ltr\""><span>Low-level language</span></p>""}, {""id"": 178616, ""text"": ""<p dir=\""ltr\""><span>Middle-level language</span></p>""}, {""id"": 178617, ""text"": ""<p dir=\""ltr\""><span>None of these</span></p>""}]"
43776,"
<p>Predefined words in a programming language that have a special meaning and cannot be used as a variable name or function name are called</p>
","[{""id"": 178618, ""text"": ""\n<p>data types</p>\n""}, {""id"": 178619, ""text"": ""\n<p>keywords</p>\n""}, {""id"": 178620, ""text"": ""\n<p>predefined words</p>\n""}, {""id"": 178621, ""text"": ""\n<p>literals</p>\n""}]"
43777,"<p dir=""ltr""><span>Why are comments used in C++?</span></p>","[{""id"": 178622, ""text"": ""<p dir=\""ltr\""><span>To make the code beautiful.</span></p>""}, {""id"": 178623, ""text"": ""<p dir=\""ltr\""><span>Improve readability</span></p>""}, {""id"": 178624, ""text"": ""<p dir=\""ltr\""><span>Provide documentation</span></p>""}, {""id"": 178625, ""text"": ""<p dir=\""ltr\""><span>Both (b) and (c)</span></p>""}]"
43778,"<p dir=""ltr""><span>Which of the following is a better practice than using namespace std; in C++?</span></p>","[{""id"": 178626, ""text"": ""<p dir=\""ltr\""><span>Using global variables</span></p>""}, {""id"": 178627, ""text"": ""<p dir=\""ltr\""><span>Writing custom namespaces</span></p>""}, {""id"": 178628, ""text"": ""<p dir=\""ltr\""><span>Using std:: explicitly before standard library objects</span></p>""}, {""id"": 178629, ""text"": ""<p dir=\""ltr\""><span>Removing all namespaces</span></p>""}]"
43779,"<p dir=""ltr""><span>Which of the following describes object-oriented programming in C++?</span></p>","[{""id"": 178630, ""text"": ""<p dir=\""ltr\""><span>Dividing code into multiple files</span></p>""}, {""id"": 178631, ""text"": ""<p dir=\""ltr\""><span>Using objects to represent real-world entities</span></p>""}, {""id"": 178632, ""text"": ""<p dir=\""ltr\""><span>Writing programs using only functions</span></p>""}, {""id"": 178633, ""text"": ""<p dir=\""ltr\""><span>Creating software without data</span></p>""}]"
43780,"
<p>Why is C++ faster than Java?</p>
","[{""id"": 178634, ""text"": ""\n<p>Because C++ takes fewer lines of code as compared to Java.</p>\n""}, {""id"": 178635, ""text"": ""\n<p>C++ is a compiled language whereas Java is an interpreted language.</p>\n""}, {""id"": 178636, ""text"": ""\n<p>C++ is closer to the hardware.</p>\n""}, {""id"": 178637, ""text"": ""\n<p>Both (B) and (C)</p>\n""}]"
43781,"<p dir=""ltr""><span>Multi-line comments in C++ are defined as</span></p>","[{""id"": 178638, ""text"": ""<p><span>//</span></p>""}, {""id"": 178639, ""text"": ""<p><span>//* *//</span></p>""}, {""id"": 178640, ""text"": ""<p><span>/* */</span></p>""}, {""id"": 178641, ""text"": ""<p dir=\""ltr\""><span>Both (A) and (B)</span></p>""}]"
43782,"
<p>___________________ translates the entire source code in a single run. It consumes less time i.e., it is faster than ________________.</p>
","[{""id"": 178642, ""text"": ""\n<p>Compiler, Linker</p>\n""}, {""id"": 178643, ""text"": ""\n<p>Interpreter, Compiler</p>\n""}, {""id"": 178644, ""text"": ""\n<p>Linker, Compiler</p>\n""}, {""id"": 178645, ""text"": ""\n<p>Compiler, Interpreter</p>\n""}]"
43783,"<p dir=""ltr""><span>Which type of memory retains data even when the power is turned off?</span></p>","[{""id"": 178646, ""text"": ""<p dir=\""ltr\""><span>Cache Memory</span></p>""}, {""id"": 178647, ""text"": ""<p dir=\""ltr\""><span>RAM</span></p>""}, {""id"": 178648, ""text"": ""<p dir=\""ltr\""><span> Both (A) and (B)</span></p>""}, {""id"": 178649, ""text"": ""<p dir=\""ltr\""><span>Hard Disk</span></p>""}]"
43784,"<p dir=""ltr""><span>Which header file must be included to use std::cin and std::cout?</span></p>","[{""id"": 178650, ""text"": ""<p dir=\""ltr\""><span>&lt;math.h&gt;</span></p>""}, {""id"": 178651, ""text"": ""<p dir=\""ltr\""><span>&lt;input&gt;&nbsp;</span></p><p dir=\""ltr\""><span>&lt;output&gt;</span></p>""}, {""id"": 178652, ""text"": ""<p dir=\""ltr\""><span>&lt;iostream&gt;</span></p>""}, {""id"": 178653, ""text"": ""<p dir=\""ltr\""><span>&lt;program&gt;</span></p>""}]"
40247,"<p dir=""ltr""><b><strong>Which of the following is not a correct variable in C++?</strong></b></p>","[{""id"": 165077, ""text"": ""<p dir=\""ltr\""><b><strong>VARIABLE_1234</strong></b></p>""}, {""id"": 165078, ""text"": ""<p dir=\""ltr\""><b><strong>_varname</strong></b></p>""}, {""id"": 165079, ""text"": ""<p dir=\""ltr\""><b><strong>VARNAME</strong></b></p>""}, {""id"": 165080, ""text"": ""<p dir=\""ltr\""><b><strong>&nbsp;7var_name</strong></b></p>""}]"
40248,"<p dir=""ltr""><b><strong>How are the constants declared?</strong></b></p>","[{""id"": 165081, ""text"": ""<p dir=\""ltr\""><b><strong>const keyword</strong></b></p>""}, {""id"": 165082, ""text"": ""<p dir=\""ltr\""><b><strong>#define preprocessor</strong></b></p>""}, {""id"": 165083, ""text"": ""<p dir=\""ltr\""><b><strong>&nbsp;both a and b</strong></b></p>""}, {""id"": 165084, ""text"": ""<p dir=\""ltr\""><b><strong>None of these</strong></b></p>""}]"
40249,"<p dir=""ltr""><span>Which of the following is true?</span></p>","[{""id"": 165085, ""text"": ""<p dir=\""ltr\""><span>Static methods cannot be overloaded</span></p>""}, {""id"": 165086, ""text"": ""<p dir=\""ltr\""><span>Static data members can only be accessed by static methods.</span></p>""}, {""id"": 165087, ""text"": ""<p dir=\""ltr\""><span>Non-static data members can be accessed by static methods.</span></p>""}, {""id"": 165088, ""text"": ""<p dir=\""ltr\""><span>Static methods can only access static members (data and methods)&nbsp;</span></p>""}]"
40254,"<p dir=""ltr""><b><strong>Which of the following types is the language C++?</strong></b></p>","[{""id"": 165105, ""text"": ""<p dir=\""ltr\""><span>Procedural</span></p>""}, {""id"": 165106, ""text"": ""<p dir=\""ltr\""><span>Dynamically typed language</span><br><span>&nbsp;</span></p>""}, {""id"": 165107, ""text"": ""<p dir=\""ltr\""><span>Statically typed language</span></p>""}, {""id"": 165108, ""text"": ""<p dir=\""ltr\""><span>All of the above</span></p>""}]"
40256,"<p dir=""ltr""><span>What will be the output of the following code?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=w> </span><span class=p>()</span>
<span class=p>{</span>
<span class=kt>int</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=n>cin</span><span class=w> </span><span class=o>&gt;&gt;</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=s>&quot;cin&quot;</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 165113, ""text"": ""<p dir=\""ltr\""><span>&nbsp;error in using cin keyword</span></p>""}, {""id"": 165114, ""text"": ""<p dir=\""ltr\""><span>cin+junk value</span></p>""}, {""id"": 165115, ""text"": ""<p dir=\""ltr\""><span>&nbsp;cin+input</span></p>""}, {""id"": 165116, ""text"": ""<p dir=\""ltr\""><span>Runtime error</span></p><p><br><span>&nbsp;</span></p>""}]"
51470,"<p dir=""ltr""><span>Which of the following is true about static global variables?</span></p>","[{""id"": 209101, ""text"": ""<p dir=\""ltr\""><span>They can be accessed from other files.</span></p>""}, {""id"": 209102, ""text"": ""<p dir=\""ltr\""><span>They have internal linkage.</span></p>""}, {""id"": 209103, ""text"": ""<p dir=\""ltr\""><span>They are destroyed as soon as the main function exits.</span></p>""}, {""id"": 209104, ""text"": ""<p dir=\""ltr\""><span>They must be declared inside a function.</span></p>""}]"
51469,"<p dir=""ltr""><b><strong>Which data type is used to store whole numbers in C++?</strong></b><br><span>&nbsp;</span></p>","[{""id"": 209097, ""text"": ""<p dir=\""ltr\""><span>int</span><br><span>&nbsp;</span></p>""}, {""id"": 209098, ""text"": ""<p dir=\""ltr\""><span>float</span></p>""}, {""id"": 209099, ""text"": ""<p dir=\""ltr\""><span>double</span></p>""}, {""id"": 209100, ""text"": ""<p dir=\""ltr\""><span>char</span></p>""}]"
51468,"<p dir=""ltr""><span>What is the size of the ""int"" data type in C++?</span><br><span>&nbsp;</span></p>","[{""id"": 209093, ""text"": ""<p dir=\""ltr\""><span>2 bytes</span></p>""}, {""id"": 209094, ""text"": ""<p dir=\""ltr\""><span>4 bytes</span><br><span>&nbsp;</span></p>""}, {""id"": 209095, ""text"": ""<p dir=\""ltr\""><span>8 bytes</span></p>""}, {""id"": 209096, ""text"": ""<p dir=\""ltr\""><span>It varies depending on the platform</span></p>""}]"
51467,"<p dir=""ltr""><span>Which data type is used to store true/false values in C++?</span><br><span>&nbsp;</span></p>","[{""id"": 209089, ""text"": ""<p dir=\""ltr\""><span>int</span></p>""}, {""id"": 209090, ""text"": ""<p dir=\""ltr\""><span>float</span></p>""}, {""id"": 209091, ""text"": ""<p dir=\""ltr\""><span>double</span></p>""}, {""id"": 209092, ""text"": ""<p dir=\""ltr\""><span>bool</span></p>""}]"
51466,"<p dir=""ltr""><b><strong>Which data type is used to store characters in C++?</strong></b><br><span>&nbsp;</span></p>","[{""id"": 209085, ""text"": ""<p dir=\""ltr\""><b><strong>int</strong></b></p>""}, {""id"": 209086, ""text"": ""<p dir=\""ltr\""><b><strong>float</strong></b></p>""}, {""id"": 209087, ""text"": ""<p dir=\""ltr\""><b><strong>double</strong></b></p>""}, {""id"": 209088, ""text"": ""<p dir=\""ltr\""><b><strong>char</strong></b></p>""}]"
40288,"<p dir=""ltr""><b><strong>What will be the output of the following C++ code?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=n>x</span><span class=p>[</span><span class=mi>67</span><span class=p>];</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>x</span><span class=p>[</span><span class=mi>62</span><span class=p>]</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>endl</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 165223, ""text"": ""<p dir=\""ltr\""><span>Garbage value</span></p>""}, {""id"": 165224, ""text"": ""<p><span>67</span></p>""}, {""id"": 165225, ""text"": ""<p><span>62</span></p>""}, {""id"": 165226, ""text"": ""<p><span>0</span></p>""}]"
40289,"<p dir=""ltr""><b><strong>Which of the following escape sequences represents carriage return?</strong></b></p>","[{""id"": 165227, ""text"": ""<p dir=\""ltr\""><span>\\r</span></p>""}, {""id"": 165228, ""text"": ""<p dir=\""ltr\""><b><strong>&nbsp;\\n</strong></b></p>""}, {""id"": 165229, ""text"": ""<p dir=\""ltr\""><b><strong>&nbsp;\\n\\r</strong></b></p>""}, {""id"": 165230, ""text"": ""<p dir=\""ltr\""><span>\\c</span></p>""}]"
40290,"<p dir=""ltr""><b><strong>What can be used to input a string with blank space?</strong></b></p>","[{""id"": 165231, ""text"": ""<p dir=\""ltr\""><span>&nbsp;inline</span></p>""}, {""id"": 165232, ""text"": ""<p dir=\""ltr\""><span>getline</span></p>""}, {""id"": 165233, ""text"": ""<p dir=\""ltr\""><span>putline</span></p>""}, {""id"": 165234, ""text"": ""<p dir=\""ltr\""><span>&nbsp;setline</span></p>""}]"
40291,"
<p><span style=""background-color:transparent;color:#000000;""><strong>What is meant by ofstream in c++?</strong></span></p>
","[{""id"": 165235, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\"">Writes to a file<strong>&nbsp;</strong></span></p>\n""}, {""id"": 165236, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\"">Reads from a file</span></p>\n""}, {""id"": 165237, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\"">Writes to a file &amp; Reads from a file</span><br>&nbsp;</p>\n""}, {""id"": 165238, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\"">delete a file</span></p>\n""}]"
40292,"<p dir=""ltr""><b><strong>What will be the output of the following C++ code?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=w> </span><span class=p>()</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=w>    </span><span class=n>cin</span><span class=w> </span><span class=o>&gt;&gt;</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=s>&quot;cin: &quot;</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>cin</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p dir=""ltr""><br></p>","[{""id"": 165239, ""text"": ""<p dir=\""ltr\""><span>Compilation error</span></p>""}, {""id"": 165240, ""text"": ""<p dir=\""ltr\""><span>cin: 0&nbsp;</span></p>""}, {""id"": 165241, ""text"": ""<p dir=\""ltr\""><span>cin: (garbage value)</span><br><span>&nbsp;</span></p>""}, {""id"": 165242, ""text"": ""<p dir=\""ltr\""><span>Nothing is printed</span></p>""}]"
40293,"<p dir=""ltr""><b><strong>What will be the output of the following C++ code?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=w> </span><span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=w> </span><span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kt>char</span><span class=w> </span><span class=n>c</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>74</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>c</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=w> </span><span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p dir=""ltr""><br></p>","[{""id"": 165243, ""text"": ""<p dir=\""ltr\""><span>I</span></p>""}, {""id"": 165244, ""text"": ""<p dir=\""ltr\""><span>A</span></p>""}, {""id"": 165245, ""text"": ""<p dir=\""ltr\""><span>J</span></p>""}, {""id"": 165246, ""text"": ""<p dir=\""ltr\""><span>N</span></p>""}]"
40294,"<p dir=""ltr""><b><strong>How many types of output stream classes are there in c++?</strong></b></p>","[{""id"": 165247, ""text"": ""<p><span>1</span></p>""}, {""id"": 165248, ""text"": ""<p><span>2</span></p>""}, {""id"": 165249, ""text"": ""<p><span>3</span></p>""}, {""id"": 165250, ""text"": ""<p><span>4</span></p>""}]"
40295,"<p dir=""ltr""><span>How many base manipulators are available in c++?</span></p>","[{""id"": 165251, ""text"": ""<p><span>4</span></p>""}, {""id"": 165252, ""text"": ""<p><span>3</span></p>""}, {""id"": 165253, ""text"": ""<p><span>2</span></p>""}, {""id"": 165254, ""text"": ""<p><span>1</span></p>""}]"
